gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
Female,0,No,No,29,No,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),58.98076612723064,438.25
Male,0,Yes,Yes,61,No,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95173503558078,1688.9
Male,0,Yes,No,0,No,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),108.62657615208855,7711.45
Female,0,Yes,No,68,No,No phone service,No,No,No internet service,No,No internet service,No,No,One year,No,Mailed check,43.52136643212975,20.2
Male,0,Yes,No,35,No,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,12.863008440034228,1382.9
Female,0,No,No,18,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),2.842406343838718,2196.3
Female,0,Yes,No,45,No,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),20.155970348969085,170.9
Female,0,Yes,No,8,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),15.490381314140365,5607.75
Male,0,No,No,39,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),57.89802092717842,1840.75
Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.56470675592799,4042.2
Female,0,Yes,No,63,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),34.96755683379531,5897.4
Male,0,Yes,No,39,No,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,81.17749328723032,764.55
Male,0,No,No,59,No,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),62.45861631286101,2538.2
Male,0,Yes,Yes,70,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),87.39749893532432,6869.7
Male,0,No,No,25,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,96.00601537412129,96.1
Male,0,No,Yes,40,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),86.08102627669234,7544
Female,1,Yes,No,38,No,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),24.274533616984918,6129.65
Male,0,No,No,44,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,106.84707202536222,1111.85
Male,0,Yes,No,19,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,-20.750517623886623,1341.5
Male,1,No,No,59,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,68.99160285307056,134.35
Male,0,No,Yes,2,No,No,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,61.20086731613307,339.9
Female,0,Yes,No,38,No,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,46.17862184823238,3231.05
Male,0,Yes,No,27,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),113.78621150965111,203.95
Female,0,Yes,No,10,No,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.106726326716,1259.35
Female,1,Yes,Yes,19,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,79.93505068588247,5618.3
Female,0,No,No,42,No,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,97.1562849941973,49.05
Female,0,No,No,59,No,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,54.03079762797299,3627.3
Male,1,Yes,No,38,No,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,67.0888453438429,791.15
Male,0,No,No,23,No,No phone service,No,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,49.76940459399515,5610.25
Male,1,Yes,No,59,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,32.71481018452159,754.65
Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,128.73149919161085,7112.15
Male,1,Yes,No,6,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.67690840530382,242.8
Male,0,Yes,Yes,4,No,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,51.59379598146599,565.35
Male,0,Yes,No,23,No,No,No,Yes,No,No internet service,No,No,No internet service,One year,No,Electronic check,64.06293592126724,7251.7
Male,0,No,No,39,No,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),73.81847461753199,2510.2
Male,1,No,No,67,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.53647743729282,7517.7
Female,0,Yes,Yes,54,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,64.33807628252957,1026.35
Female,0,Yes,No,55,No,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),34.51025650290862,2369.05
Male,0,No,Yes,18,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,68.86099948526108,1369.8
Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Electronic check,65.3754183439677,4391.45
Female,0,No,No,24,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.32761340082138,5576.3
Male,0,No,No,66,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,81.98384918654156,827.05
Female,0,No,No,49,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.11575972211686,1559.25
Female,1,No,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,101.9861426099952,2188.45
Female,0,Yes,No,7,No,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,52.30517904621953,7323.15
Female,1,Yes,Yes,52,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,58.22713435428982,2181.75
Male,0,Yes,No,66,No,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.34077772237446,7968.85
Male,0,No,No,28,No,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),57.308123731044006,3147.15
Male,0,Yes,No,44,No,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,57.27223641848354,3804.4
Male,0,Yes,No,32,No,No,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,49.7319635104668,1005.7
Male,0,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.34746741189244,5127.95
Male,0,No,Yes,43,No,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.91440820552459,3121.45
Male,0,No,No,36,No,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,134.50268197681356,49.95
Male,0,Yes,No,47,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,144.5420348027289,2976.95
Female,1,No,No,38,No,No phone service,No,No,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),37.11870820330485,6405
Male,0,No,No,19,No,No phone service,No,No,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,24.32467042000833,2395.7
Female,0,Yes,No,59,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.45528514725088,999.9
Female,0,Yes,No,57,No,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,51.19333042841451,2779.5
Male,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.931151438658006,1009.25
Female,0,Yes,No,20,No,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,56.21125830700561,1802.55
Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),35.920628159541366,207.4
Female,0,Yes,No,0,No,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,50.92994590332658,5589.45
Female,0,No,No,55,No,No phone service,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.14358151360959,486.05
Female,0,Yes,Yes,13,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.14741493019838,314.6
Male,0,No,No,71,No,No phone service,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),55.853505023291476,181.8
Female,1,Yes,No,26,No,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,100.04863244824757,7030.65
Male,1,Yes,No,62,No,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),85.8348690725631,2227.8
Female,0,No,Yes,8,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),90.8952558850991,3471.1
Male,1,Yes,Yes,9,No,No phone service,No,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),43.85604321222657,384.25
Male,0,No,Yes,5,No,No,No,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),69.13993258168937,57.2
Male,0,No,Yes,59,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.17654356011035,1144.6
Female,1,Yes,Yes,5,No,No,No,No,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,68.14830011227536,126.05
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),80.65769694587412,1651.95
Female,0,Yes,No,21,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),98.28785161102616,2661.1
Male,0,Yes,No,53,No,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,12.888732752567982,6860.6
Male,0,Yes,Yes,63,No,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),90.71304707907885,908.15
Male,0,No,No,22,No,No,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),55.65383831771939,2106.3
Female,0,No,Yes,67,No,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,53.40151108829036,20.3
Male,1,Yes,No,34,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,48.71230861589977,252.75
Female,0,No,No,33,No,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),18.309309504743737,445.95
Female,0,Yes,Yes,62,No,No phone service,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,78.5290664027982,174.8
Female,0,No,Yes,29,No,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,39.71991215980378,2184.85
Male,0,No,Yes,38,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,90.96935950707807,3263.9
Female,0,Yes,No,36,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,32.62603524415223,1064.95
Female,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,88.61691525656411,25.35
Female,0,No,No,20,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,No,Electronic check,62.07954247025825,418.8
Male,0,No,No,72,No,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.10975978390529,1051.05
Female,0,No,Yes,39,No,No,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.87588033210433,4113.15
Male,0,No,No,60,No,Yes,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,34.19586295308111,741.4
Male,1,Yes,No,12,No,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.46451252295519,1077.95
Female,0,Yes,No,63,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,98.72079443403962,2062.15
Female,0,No,No,59,No,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),38.73287589430808,2757.85
Female,0,Yes,No,10,No,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.8430472307218,1093.1
Male,0,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,88.06549450224806,5714.25
Male,1,Yes,No,59,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,0.6697592480431069,1215.8
Female,0,Yes,No,32,No,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,Yes,Mailed check,75.83001931351534,270.6
Male,1,Yes,No,2,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,149.49881282533542,2862.55
Female,0,No,No,48,No,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),61.50427587313107,4273.45
Male,0,Yes,No,35,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),48.682787394775445,2016.45
Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,40.935000474482734,4162.05
Male,0,No,Yes,66,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,79.53700223459268,1112.3
Male,0,Yes,Yes,45,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Electronic check,74.7989670448179,2857.6
Male,0,No,No,6,No,No,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,36.311016317791804,389.1
Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49.1924284032249,1745.2
Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,85.37231934466551,55.2
Male,0,Yes,No,46,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.68381674395894,4109
Male,1,No,No,39,No,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,35.83932724281284,1802.15
Female,0,Yes,No,53,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.91772145002751,259.8
Female,0,Yes,Yes,8,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,47.68176766930945,113.55
Female,0,Yes,No,4,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,79.05862886272189,1305.95
Male,0,No,Yes,13,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,59.87575380821311,1375.6
Male,0,No,Yes,53,No,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,6.36994086203417,4016.75
Male,0,Yes,No,62,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.12727075797997,331.85
Female,0,Yes,No,6,No,No phone service,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,86.53510077895504,279.25
Male,0,Yes,No,43,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,46.40305030818379,318.9
Female,0,Yes,Yes,37,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,103.07786188901392,4222.95
Female,0,Yes,No,6,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.137148880798165,6994.8
Male,0,Yes,Yes,24,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,105.63200159301155,5498.2
Female,0,Yes,No,7,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,31.981566658881462,1313.25
Male,1,No,Yes,60,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Electronic check,53.00968804684056,555.4
Male,0,No,No,39,No,No,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),60.4873194935204,3825.85
Female,0,Yes,No,49,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,38.3783674923637,1165.9
Male,0,No,No,42,No,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.85287310991616,3505.1
Male,0,No,No,34,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.87371207818056,1799.3
Male,1,Yes,Yes,52,No,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.53282394472711,4720
Female,0,No,No,6,No,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,53.23643954903497,68.75
Male,1,Yes,No,11,No,No,No,No,Yes,No,No,No,No,One year,Yes,Electronic check,71.52549854528964,122
Female,0,No,No,37,No,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,23.938284159019375,274.35
Male,0,No,No,69,No,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),45.07653302734337,39.25
Female,0,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-12.451841885434234,6889.8
Female,0,Yes,No,26,No,No phone service,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,58.08262861868082,4192.15
Female,0,Yes,No,63,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),83.63089760668313,6311.2
Female,0,Yes,No,54,No,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,90.724451852848,1538.6
Male,0,No,No,66,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.26391406806573,1973.75
Female,1,Yes,No,25,No,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.057600990280015,5032.25
Male,0,No,Yes,66,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.5051938618448,2209.15
Male,1,Yes,Yes,51,No,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,72.93645398670938,335.65
Male,1,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,No,Electronic check,85.08035826690615,4681.75
Male,0,Yes,No,24,No,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5.05329322549197,43.95
Male,1,No,No,33,No,Yes,No,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,66.32165975051193,714.15
Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,59.88929489104096,70.35
Male,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,78.01247844772999,6457.15
Male,0,No,No,35,No,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,56.660825127904886,1444.05
Female,1,Yes,No,15,No,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),78.58049183471135,3475.55
Female,1,No,Yes,24,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,35.29558985554125,939.7
Female,0,Yes,Yes,51,No,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,106.43190751595925,8404.9
Female,0,Yes,No,27,No,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,One year,No,Electronic check,85.5244607170446,1021.55
Male,0,Yes,Yes,44,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.13505995995257,44.65
Female,0,No,No,29,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,50.044743420869324,4222.95
Male,0,Yes,Yes,38,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),-15.650485387167649,300.7
Female,0,No,Yes,21,No,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),56.674741049469155,5720.35
Female,0,No,No,0,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.08558612780479,85.8
Female,0,No,No,27,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,61.75728078854404,764.95
Male,1,Yes,No,31,No,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),108.05505277087283,1348.5
Male,0,No,Yes,46,No,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,43.70701113719234,206.6
Male,0,Yes,Yes,0,No,No,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),57.42701921091652,3161.6
Male,0,Yes,No,34,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.51379721799935,1031.1
Female,1,Yes,No,68,No,No phone service,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,No,Mailed check,55.496371678332935,226.2
Male,0,Yes,No,51,No,No,No,No internet service,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.33635603396891,3726.15
Female,0,No,No,21,No,No,No,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,73.8709373792779,2845.15
Female,0,No,Yes,53,No,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,83.07147679806977,3923.8
Female,0,Yes,No,17,No,No phone service,No,No,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),66.78448155853484,8405
Female,1,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,106.46365366937755,903.7
Female,0,No,Yes,35,No,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.24661164814094,1742.95
Male,0,Yes,No,16,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),30.85418082507205,44.45
Male,0,Yes,No,72,No,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,76.5904378978188,2874.45
Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,87.33323222681757,5264.25
Male,1,No,No,47,No,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,62.22808978041564,921.55
Male,0,No,No,31,No,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.92463295181966,6376.55
Male,0,Yes,Yes,35,No,No phone service,DSL,No,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),58.15733186458555,923.1
Female,0,Yes,No,59,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,120.7121259300445,535.05
Female,0,No,No,20,No,No,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,88.01756045638655,356.15
Male,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,97.57153902291631,4109
Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.48618992355125,5232.9
Male,0,Yes,No,29,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,35.76455629220908,4677.1
Female,0,Yes,Yes,72,No,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.957060662048384,5753.25
Male,1,No,No,49,No,No,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),124.2998863475317,5555.3
Male,0,Yes,Yes,18,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.04975216181671,3105.55
Female,0,Yes,No,9,No,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.587232294688114,3274.35
Female,0,Yes,No,57,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,50.31617032794266,154.8
Male,0,No,Yes,44,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,38.35402362868673,4297.6
Female,1,Yes,No,57,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.12647669393688,2021.35
Female,0,Yes,No,69,No,Yes,No,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),92.92015415473494,6654.1
Male,0,No,No,4,No,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.4772819330082,6218.45
Male,0,No,Yes,61,No,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,121.89897208222018,2879.9
Male,0,Yes,No,37,No,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,45.794404708543254,7349.35
Female,0,No,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.3139064301847583,2597.6
Male,0,No,No,11,No,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,63.470012798113366,4872.45
Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),18.845015777796625,2751
Female,0,Yes,Yes,24,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.29152118638937,856.35
Male,1,No,No,23,No,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,No,Electronic check,55.385667147113985,1893.5
Female,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,45.277079793355895,1308.1
